Key	English	Japanese	French	Spanish	German	Italian	Korean	ChineseSimplified	ChineseTraditional	BrazilianPortuguese
news_header_april_2020_easterevent	Spring into spring with Pokémon GO!	  『Pokémon GO』で春の訪れをお祝いしましょう！	Préparez-vous pour le printemps dans Pokémon GO.	¡Florece la primavera en Pokémon GO!	Hüpfe mit Pokémon GO in den Frühling!	Profumo di primavera su Pokémon GO!	Pokémon GO"와 함께 봄 속으로!		和Pokémon GO一起迎接春天！	Salte com tudo em abril com o Pokémon GO!
news_subheader_april_2020_easterevent	Spring into spring with Pokémon GO!	『Pokémon GO』で春の訪れをお祝いしましょう！	Préparez-vous pour le printemps dans Pokémon GO.	¡Florece la primavera en Pokémon GO!	Hüpfe mit Pokémon GO in den Frühling!	Profumo di primavera su Pokémon GO!	Pokémon GO"와 함께 봄 속으로!		和Pokémon GO一起迎接春天！	Salte com tudo em abril com o Pokémon GO!
news_main_text_april_2020_easterevent	Spring has sprung for Trainers in the northern hemisphere, and what better way to celebrate than with a springtime event! Buneary joins the celebration by wearing a flower crown, while egg- and spring-themed Pokémon are appearing more often in the wild! Pokémon Eggs just got eggs-tra special too, as Pichu and Togepi with flower crowns will be hatching from them. \n \nWe're continuing to prioritize Pokémon GO experiences that can be enjoyed in individual settings. You’ll receive 1/2 Hatch Distance when Eggs are placed into Incubators until further notice, so be sure to turn on Adventure Sync and make every step count!  \n \nDate + Time  \n \nFrom Thursday, April 9, 2020, at 8:00 a.m. to Thursday, April 16, 2020, at 10:00 p.m. local time \n \nLearn more on the <a href="https://pokemongolive.com/post/springevent2020">blog</a>.	北半球に春がやってきたのを一緒にお祝いしましょう！「花帽子」を被った「ピカチュウ」や「花飾り」をつけた「ミミロル」、春らしいポケモンたちやってきます！また、タマゴからは「花飾り」をつけた「トゲピー」と「ピチュー」が登場します。 \n \n期間限定で、[タマゴをかえすのに必要な距離が1/2になります。「いつでも冒険モード」をオンにして、家の中でも一歩も無駄にしないようにしましょう！ 期間については、決まり次第お伝えします。 \n \nそして、テレビ東京系にて毎週日曜18時から放送中のテレビアニメ『ポケットモンスター』で、4月12日（日）に放送される「とどけ波導！サトシと不思議なタマゴ！！」にも、ポケモンのタマゴが登場します！主人公のサトシとゴウは、ポケモンセンターで、長い間かえらない不思議なタマゴと出会います。タマゴを預かり、お世話することになったサトシ。タマゴは無事にかえるのでしょうか？ \n \n \n[日時] \n日本時間2020年4月9日（木）朝8時から2020年4月16日（木）夜22時まで \n \n詳しくは<a href="https://pokemongolive.com/ja/post/springevent2020">ブログ </a>をご覧ください。	Le printemps est arrivé pour les Dresseurs de l’hémisphère Nord. Pour fêter ça, rien de mieux qu’un évènement printanier ! Laporeille se joint à la fête et porte une couronne de fleurs, tandis que des Pokémon sur le thème des œufs et du printemps apparaissent plus fréquemment dans la nature. Les Œufs de Pokémon font aussi peau n’œuve, vous y trouverez Pichu et Togepi couronnés de fleurs. \n \nNous continuons à donner la priorité aux expériences de jeu Pokémon GO dont vous pouvez profiter seul. Jusqu’à nouvel avis, vous recevrez un bonus qui diminue de moitié la distance d’éclosion quand vous placez un Œuf dans un Incubateur. Assurez-vous donc d’activer le Suivi d’exploration pour que chaque pas compte !  \n \nHoraire  \n \nDu jeudi 9 avril 2020 à 8h au jeudi 16 avril 2020 à 22h (heure locale) \n \nToutes les infos sont sur notre <a href="https://pokemongolive.com/fr/post/springevent2020">blog</a>.	La primavera florece para los Entrenadores en el hemisferio norte, ¡y qué mejor forma de celebrarlo que con un evento de primavera! Buneary se une a la celebración luciendo una corona de flores, mientras que Pokémon con temática de primavera y de Huevos están apareciendo con más frecuencia en estado salvaje. Los Huevos Pokémon se vuelven superespeciales, con Pichu y Togepi ataviados con coronas de flores eclosionando de ellos. \n \nContinuamos priorizando las experiencias de Pokémon GO que puedan ser disfrutadas en entornos individuales. Recibirás el bonus de la mitad de la distancia para eclosionar al colocar Huevos en incubadoras hasta nuevo aviso, ¡así que asegúrate de activar la función Sincroaventura para que todos tus pasos cuenten!  \n \nFecha y horas: \n \nDel jueves 9 de abril de 2020 a las 8:00 a. m. al jueves 16 de abril de 2020 a las 10:00 p. m. en tu hora local. \n \nObtén más información en el <a href="https://pokemongolive.com/es/post/springevent2020">blog</a>.	Der Frühling hat für Trainer auf der Nordhalbkugel begonnen und es gibt nichts Schöneres, als das mit einem Frühlings-Event zu feiern! Haspiror schließt sich mit einem Blumenkranz geschmückt der Feier an, während wilde Pokémon im Ei- und Frühlingsstil häufiger erscheinen! Pokémon-Eier sind jetzt ei-xtra besonders, denn Pichu und Togepi mit Blumenkranz schlüpfen daraus. \n \nWir priorisieren weiterhin Pokémon GO-Erlebnisse, die ohne andere gespielt werden können. Du erhältst jetzt bis auf Weiteres 1/2 Schlüpf-Distanz, wenn du Eier in Brutmaschinen legst. Also gleich die Abenteuer-Sync einschalten, damit auch jeder Schritt gezählt wird! \n \nWann \n \nVon Donnerstag, 9. April 2020 um 8:00 Uhr bis Donnerstag, 16. April 2020 um 22:00 Uhr Ortszeit \n \nErfahre mehr auf dem <a href="https://pokemongolive.de/post/springevent2020">Blog</a>.	La primavera è sbocciata per gli Allenatori dell’emisfero boreale e per festeggiare ti aspetta un evento dedicato proprio a questa stagione. Buneary si unisce ai festeggiamenti indossando una corona di fiori, mentre i Pokémon che hanno a che fare con le Uova o con la primavera si faranno vivi più spesso allo stato selvatico. Anche le Uova avranno una sorpresa speciale perché, una volta schiuse, troverai Pichu e Togepi con una corona di fiori. \n \nStiamo continuando a dare la priorità alle esperienze di gioco di Pokémon GO che possono essere utilizzate anche in modo individuale. Fino a nuova comunicazione, se le Uova vengono messe nelle incubatrici, la distanza da percorrere per farle schiudere sarà dimezzata. Abilita quindi la funzionalità Sincroavventura perché ogni passo ti avvicinerà all’obiettivo!  \n \n- Orari e date -  \n \nDa giovedì 9 aprile alle 8:00 a giovedì 16 aprile 2020 alle 22:00 ora locale \n \nPer saperne di più, leggi il nostro <a href="https://pokemongolive.com/it/post/springevent2020">blog</a>.	북반구에 계신 트레이너 여러분께서 봄을 맞이하셨으니, 봄철 이벤트만큼 이를 기념할 방법이 또 있을까요! 이를 기념하기 위해 꽃 모자를 쓴 “피카츄”와 꽃장식을 한 “이어롤”, 그리고 봄에 어울리는 포켓몬들이 옵니다! 또한 알에서는 꽃장식을 한 “토게피”와 “피츄”가 등장합니다. \n \n기간 한정으로 [알을 부화하는데 필요한 거리가 1/2] (https://pokemongolive.com/ko/post/updatedevents-abracommunityday/)이 됩니다. “언제나 모험 모드”를 켜 두시고 실내에서 플레이하실 때 모든 걸음이 인정되도록 하세요! 이벤트 기간에 대해서는 정해지는대로 추후 안내하겠습니다. \n [이벤트 일정] 한국시간 2020년 4월 9일(목) 8시부터 2020년 4월 16일(목) 22시까지 \n \n자세한 정보는 <a href="https://pokemongolive.com/ko/post/springevent2020/">블로그</a>를 확인하세요. 		  對北半球的訓練家來說，春意已經盎然，還有什麼比春季活動更適合慶祝春天的呢！戴著花飾的皮卡丘和捲捲耳加入了慶祝行列，各位訓練家還有機會從蛋中孵出戴著花飾的波克比或是皮丘喔。 \n \n目前各位訓練家仍可享有孵蛋所需的行走距離減半的獎勵，所以別忘了開啟「時時刻刻冒險」模式，讓在家裡的每一步也算數！此獎勵結束的時間將另行公告。 \n \n活動時間：台灣時間2020年4月9日（星期四）8:00～2020年4月16日（星期四）22:00 \n \n詳細資訊請參考<a href=" https://pokemongolive.com/post/springevent2020">部落格</a>	Abril chegou trazendo um novo evento de Páscoa! Buneary junta-se à celebração vestindo ornamentos florais, enquanto ovos e Pokémon temáticos aparecerão com mais frequência! Os Ovos vieram para botar para quebrar também, já que você poderá chocar Pichu e Togepi usando ornamentos florais. \n \nContinuamos a priorizar atualizações aos recursos e experiências de jogo do Pokémon GO que possam ser aproveitadas de formas individuais. Você continuará a receber, por tempo indeterminado, o bônus da redução da distância pela metade para chocar Ovos incubados. Então, não deixe de ativar a Sincroaventura e faça cada passo seu valer a pena! \n \nData e hora \n \nDe quinta, 9 de abril de 2020, às 8h, a quinta, 16 de abril de 2020, às 22h, horário local. \n \nConfira mais informações no <a href="https://pokemongolive.com/pt_br/post/springevent2020">blog</a>.
news_header_april_2020_combatpatch	Trainer Battle attack updates for Grass-type month	「トレーナーバトル」のわざとポケモンのアップデート	Mise à jour d’attaques des Combats de Dresseurs pour le mois de type Plante	Actualizaciones en los ataques de los combates de Entrenador durante el mes dedicado al tipo Planta	Attacken-Updates für Trainerkämpfe im Pflanzen-Monat	Aggiornamenti sugli attacchi nelle sfide Allenatore per il mese dedicato al tipo Erba	트레이너 배틀 기술 및 포켓몬에 대한 업데이트 안내		訓練家對戰招式和寶可夢更新	Atualização de ataques da batalha de Treinador no mês de tipo Planta
news_subheader_april_2020_combatpatch	Trainer Battle attack updates for Grass-type month	「トレーナーバトル」のわざとポケモンのアップデート	Mise à jour d’attaques des Combats de Dresseurs pour le mois de type Plante	Actualizaciones en los ataques de los combates de Entrenador durante el mes dedicado al tipo Planta	Attacken-Updates für Trainerkämpfe im Pflanzen-Monat	Aggiornamenti sugli attacchi nelle sfide Allenatore per il mese dedicato al tipo Erba	트레이너 배틀 기술 및 포켓몬에 대한 업데이트 안내		訓練家對戰招式和寶可夢更新	Atualização de ataques da batalha de Treinador no mês de tipo Planta
news_main_text_april_2020_combatpatch	In celebration of Pokémon’s Grass-type month, we’d like to highlight some changes to Grass-type attacks and Grass-type Pokémon in Trainer Battles. \n \nBullet Seed now generates energy more quickly, Energy Ball now reaches full charge more quickly and has a chance of lowering the opponent’s Defense by one stage, and Leaf Tornado now has a chance of decreasing your opponent’s Attack by one or two stages. \n \nAnd that’s not all! Learn what all the changes are on the <a href="https://pokemongolive.com/post/combatrebalance-april2020">blog</a>.	  「トレーナーバトル」のくさタイプのわざと、くさタイプのポケモンに行われた変更をご紹介します。 \n \n「タネマシンガン」で、スペシャルアタックを放つためのメーターがチャージされやすくなります。「エナジーボール」で、アタックを放つためのメーターがチャージされやすくなります。また、相手のぼうぎょが1段階下がる可能性があるようになりました。「グラスミキサー」で、相手のこうげきが1～2段階下がることがあるようになりました。 \n \nその他にも様々なアップデートが行われました！変更の詳細は<a href="https://pokemongolive.com/ja/post/combatrebalance-april2020">ブログ</a>をご確認ください。	Pour fêter le mois des Pokémon de type Plante, nous souhaitons mettre en valeur certains changements apportés aux attaques et aux Pokémon de type Plante pour les Combats de Dresseurs. \n  \nBalle Graine génère des Énergies plus rapidement. Éco-Sphère atteint sa pleine charge plus rapidement et peut diminuer la défense de votre adversaire d’un niveau. Enfin, Phytomixeur peut diminuer l’attaque de votre adversaire d’un ou de deux niveaux. \n \nCe n’est pas tout ! Vous trouverez tous les changements sur notre <a href="https://pokemongolive.com/fr/post/combatrebalance-april2020">blog</a>. 	Para celebrar el mes dedicado a los Pokémon de tipo Planta, nos gustaría destacar algunos cambios en los ataques de tipo Planta y en los Pokémon de tipo Planta para los combates de Entrenador. \n \nSemilladora ahora genera energía más rápidamente, Energibola ahora se carga por completo más rápidamente y tiene la oportunidad de bajar la Defensa del rival en un nivel, y Ciclón de Hojas ahora tiene la oportunidad de bajar el Ataque de tu rival en uno o dos niveles. \n \n¡Y eso no es todo! Obtén más información acerca de los cambios en el <a href="https://pokemongolive.com/es/post/combatrebalance-april2020">blog</a>. 	Zur Feier des Pokémon-Pflanzen-Monats heben wir einige Änderungen für Pflanzen-Attacken und -Pokémon in Trainerkämpfen hervor. \n \nKugelsaat generiert jetzt schneller Energie, Energieball ist jetzt schneller aufgeladen und kann die Verteidigung des Gegners unter Umständen um eine Stufe senken, und Grasmixer kann jetzt die Attacke deines Gegners unter Umständen um eine oder zwei Stufen verringern. \n \nUnd das ist nicht alles! Alle Änderungen findest du auf dem <a href="https://pokemongolive.com/de/post/combatrebalance-april2020">Blog</a>.	Per festeggiare il mese dedicato al tipo Erba, abbiamo apportato delle modifiche agli attacchi e ai Pokémon di questo tipo nelle sfide Allenatore. \n \nSemitraglia ora genera energia più velocemente, Energipalla può essere potenziato al massimo più rapidamente e può abbassare la Difesa del tuo avversario di un grado mentre Vorticerba è in grado di abbassare l’Attacco del tuo avversario di uno o due gradi. \n E non è finita qui! Per conoscere tutti gli aggiornamenti, leggi il nostro <a href=”https://pokemongolive.com/it/post/combatrebalance-april2020">blog</a>.	“트레이너 배틀”의 풀타입 기술과 풀타입 포켓몬에 대한 변경사항을 안내해 드리고자 합니다. \n \n**기존 기술 업데이트** \n "Pokémon GO" 내 다음 기존 기술에 대한 업데이트가 있었습니다. \n -기관총: 이 풀타입의 노말 어택은 스페셜 어택을 사용하기 위한 게이지 충전이 쉬워집니다. \n-에너지볼:-이 풀타입 스페셜 어택은 더 빨리 게이지를 충전해서 기술을 사용하기 쉬워집니다. 또한 상대 방어가 1단계 떨어지게 할 가능성이 있습니다. \n-그래스믹서: 이 풀타입 스페셜 어택은 상대 공격을 2단계 떨어뜨리기도 합니다. \n-원시의힘: 이 바위타입 스페셜 어택의 트레이너 배틀에서 주는 데미지는 감소합니다. \n-은빛바람: 이 벌레타입 스페셜 어택의 트레이너 배틀에서 주는 데미지는 감소합니다. \n-괴상한바람: 이 고스트타입 스페셜 어택의 트레이너 배틀에서 주는 데미지는 감소합니다. 또한, 빨리 게이지를 충전하여 기술을 사용하기 쉬워집니다. \n \n마지막 세 가지 기술은 확률은 낮으나 능력을 올려 게임의 방향을 바꾸는 것이 특징입니다. 이번 변경으로 능력을 올리는 다른 기술과 가까워졌으나 더 하이리스크 하이리턴의 기술이 되었습니다. \n \n 새로운 기술을 배울 수 있는 포켓몬 \n 일부 포켓몬의 배울 수 있는 기술이 추가됩니다. \n \n-체리꼬(포지폼): 불꽃타입 “웨더볼”: 이 불꽃타입 스페셜 어택은 태양 빛을 받으면 힘이 넘치는 체리꼬와 어울리는 기술입니다. \n-릴리요: “기관총”: 이 풀타입의 노말 어택으로 릴리요의 풀타입과 바위타입 스페셜 어택을 더 빠르게 충전시킵니다. \n-아르코: “기관총”: 이 풀타입 노말 어택과 풀타입 스페셜 어택 “리프블레이드”의 조합이면 풀타입 포켓몬 중에서도 실력을 발휘할 것입니다. \n-로파파: “에너지볼”: “솔라빔”보다 빨리 발동하는 이 기술을 사용하면 플레이 스타일에 맞춰 지금까지와는 다른 스페셜 어택을 쉽게 사용할 수 있습니다. “에너지볼”은 노말 어택 “거품”과 잘 맞습니다! \n-솜솜코: “제비반환”: 비행타입 스페셜 어택 “제비반환”과 풀타입 노말 어택 “기관총”을 함께 사용하면 더 빨리 기술을 발동할 수 있습니다. \n-덩쿠림보: “스톤샤워”: 덩쿠림보는 마스터리그 등에서 그란돈과 가이오가에게 유리해질 수 있는 포켓몬이지만 앞으로는 비행타입 포켓몬에도 반격하기 쉬워집니다. \n \n그 외에도 다양한 업데이트가 있습니다! 변경사항에 대한 것은 <a href="[LINKHERE]">블로그</a>를 확인해 주세요. \n 앞으로도 진행되는 이벤트에 대해 개최 중지 또는 내용이 변경될 수 있습니다. 앞으로도 소셜 미디어와 앱 내 새소식에서 최신 정보를 항상 확인하세요. “Pokémon GO”를 플레이할 때는 주변 안전에 주의하고 매너를 지키면서 플레이해주세요.		我們針對訓練家對戰中草屬性招式和草屬性寶可夢做了下列的變更： \n \n「種子機關槍」產生能量的速度加快；「能量球」累積能量的速度加快，並且有機會降低對手的防禦力一級；而「青草攪拌器」有機會降低對手的攻擊力二級……等等！ \n \n更多更新內容，請至 <a href="https://pokemongolive.com/zh_hant/post/combatrebalance-april2020/">部落格</a> 確認。	Para celebrar o mês dos Pokémon de tipo Planta, gostaríamos de destacar algumas mudanças aos ataques e Pokémon de tipo Planta nas batalhas de Treinador. \n \nProjétil de Semente agora gera energia mais rápido, Bola de Energia carrega-se completamente com mais velocidade e pode diminuir a Defesa do oponente por um estágio, enquanto Tornado de Folhas agora tem a chance de diminuir o Ataque do oponente por um ou dois estágios. \n \nE isso não é tudo! Descubra todas as mudanças no <a href="https://pokemongolive.com/pt_br/post/combatrebalance-april2020">blog</a>.
news_header_mar_2020_trickypokemon	Tricky Pokémon event starting soon!	もうすぐ4月のイベントが始まります！	L’évènement “Pokémon farceurs” commence bientôt !	¡El evento “Pokémon bromistas” va a empezar pronto!	Das Tricky Pokémon-Event fängt in Kürze an!	L’evento dedicato ai Pokémon dispettosi sta per iniziare!	곧 4월의 이벤트가 시작합니다!		為下個活動做好準備了嗎？	O evento dos Pokémon Travessos começa em breve!
news_subheader_mar_2020_trickypokemon	Tricky Pokémon event starting soon!	もうすぐ4月のイベントが始まります！	L’évènement “Pokémon farceurs” commence bientôt !	¡El evento “Pokémon bromistas” va a empezar pronto!	Das Tricky Pokémon-Event fängt in Kürze an!	L’evento dedicato ai Pokémon dispettosi sta per iniziare!	곧 4월의 이벤트가 시작합니다!		為下個活動做好準備了嗎？	O evento dos Pokémon Travessos começa em breve!
news_main_text_mar_2020_trickypokemon	Do you consider yourself a prankster? Do you like how Foongus tricks Pokémon into thinking it’s a Poké Ball? Do you love how Sudowoodo mimics a tree to avoid being attacked? The Tricky Pokémon event is right around the corner, and some well-known pranksters and masters of disguise will be making an appearance! \n \nFrom Wednesday, April 1, 2020, at 8:00 a.m. to Tuesday, April 7, 2020, at 10:00 p.m. local time, Stunfisk will be coming to Pokémon GO, Shiny Croagunk and Shiny Sudowoodo will make their Pokémon GO debut, and some tricky Pokémon might appear in your snapshots! \n \nLearn more on the <a href="https://pokemongolive.com/post/trickypokemon2020/">blog</a>.	4月1日から、新しいイベントが始まります！モンスターボールに似ている「タマゲタケ」や、木のまねをしている「ウソッキー」に遭遇する、おどろきと楽しみがあなたを待ち受けているでしょう。 \n \n日本時間4月1日（水）朝8時から4月7日（火）夜22時まで、「マッギョ」が『Pokémon GO』に登場！さらに色違いの「グレッグル」や「ウソッキー」にも出会えます。「GOスナップショット」にはいたずら好きのポケモンが登場するかもしれません！ \n \n詳しくは<a href="https://pokemongolive.com/ja/post/trickypokemon2020/">ブログ </a>をご覧ください。	Vous aimez faire des farces ? Vous aimez la façon dont Trompignon trompe les autres Pokémon en se faisant passer pour une Poké Ball ? Vous adorez voir Simularbre faire semblant d’être un arbre pour ne pas se faire attaquer ? Le 1er avril arrive à grands pas, et quelques-uns des plus grands farceurs et maîtres de l’illusion entreront en scène ! \n \nDu mercredi 1er avril 2020 à 8h au mardi 7 avril 2020 à 10h (heure locale), Limonde sera présent dans Pokémon GO, Cradopaud chromatique et Simularbre chromatique feront leur début dans Pokémon GO et certains Pokémon farceurs pourront apparaître sur vos photos ! \n \nTous les détails sont sur notre <a href="https://pokemongolive.com/fr/post/trickypokemon2020>blog</a>.	¿Te consideras bromista? ¿Te gusta cómo Foongus engaña a los Pokémon haciéndoles pensar que es una Poké Ball? ¿Te gusta cómo Sudowoodo imita a un árbol para evitar ser atacado? El evento “Pokémon bromistas” está a la vuelta de la esquina, ¡y algunos bromistas conocidos y maestros del disfraz van a hacer su aparición! \n \nDel miércoles 1 de abril de 2020 a las 8:00 a. m. al martes 7 de abril de 2020 a las 10:00 p. m. en tu hora local, Stunfisk llegarán a Pokémon GO, Croagunk variocolor y Sudowoodo variocolor harán su debut en Pokémon GO, ¡y algunos Pokémon bromistas podrían aparecer en tus fotos! \n \nObtén más información en el <a href="https://pokemongolive.com/es/post/trickypokemon2020>blog</a>.	Spielst du gerne Streiche? Findest du es toll, wie Tarnpignon andere Pokémon reinlegt, indem es so tut, als wäre es ein Pokéball? Magst du es, wenn Mogelbaum sich als Baum ausgibt, damit es nicht attackiert wird? Das Tricky Pokémon-Event steht vor der Tür und so manche bekannten Strolche und Tarnkünstler werden sich zeigen lassen! \n \nAb Mittwoch, 1. April 2020 um 8:00 Uhr bis Dienstag, 7 April 2020 um 22:00 Uhr Ortszeit wird Flunschlik in Pokémon GO erscheinen. Schillernde Glibunkel und Schillernde Mogelbaum feiern ihr Pokémon GO-Debüt und ein paar trickreiche Pokémon können in deinen Schnappschüssen auftauchen! \n \nErfahre mehr auf dem <a href="https://pokemongolive.com/de/post/trickypokemon2020>Blog</a>.	Ti consideri un burlone? Che ne pensi di Foongus che fa credere ai Pokémon di essere una Poké Ball? O di come Sudowoodo finge di essere un albero per non essere attaccato? L’evento dedicato ai Pokémon dispettosi è alle porte e alcuni noti burloni e maestri del travestimento faranno la loro apparizione! \n \nDa mercoledì 1 aprile alle 8:00 a martedì 7 aprile 2020 alle 22:00 ora locale, Stunfisk si farà vivo in Pokémon GO, Croagunk e Sudowoodo in versione cromatica faranno il loro debutto nella app e alcuni Pokémon furbetti potrebbero intrufolarsi nelle tue foto! \n \nPer saperne di più, leggi il nostro <a href="https://pokemongolive.com/it/post/trickypokemon2020>blog</a>.	4월 1일부터 새로운 이벤트가 시작합니다! 몬스터볼과 닮은 “깜놀버슬”과 나무 흉내를 내는 “꼬지모”와 만날 수 있는 놀라움과 재미가 여러분을 기다리고 있습니다. \n **이벤트 일정** 한국시간 2020년 4월 1일(수) 8시부터 2020년 4월 7일(화) 22시까지 \n **이벤트 내용** \n * “고오스”, “고우스트”, “찌리리공”, “깜놀버슬”, “꼬지모”, “에이팜”, “삐딱구리”와 같은 포켓몬이 평소보다 많이 출현합니다. 운이 좋으면 색이 다른 “꼬지모”와 “삐딱구리”를 만날 수 있습니다! * 트랩포켓몬 “메더”가 "Pokémon Go"에 처음 등장합니다! 이벤트 기간 중 “메더”를 “필드리서치” 과제 리워드와 5km 알에서 만날 수 있습니다. 가끔 야생에서도 만날 수 있습니다. * 이벤트가 끝난 뒤, “메더”는 5km 알에서 더는 발견할 수 없습니다. 운이 좋으면 “메더”를 야생에서 만날 수 있고, “필드리서치” 과제의 리워드를 통해 만날 수 있습니다. * 다음 포켓몬이 5km 알에서 평소보다 많이 부화합니다: “마자”, “꼬지지”, “메더”, “삐딱구리”, “에이팜”. * 이벤트 한정 “필드리서치” 과제가 등장. 과제에 따라 리워드로 “꼬지모”, “삐딱구리”, “메더”를 만날 수 있습니다! * GO스냅샷으로 사진을 찍고 어떤 포켓몬이 나타나는지 보세요! * 이벤트 기간 중 “메타몽”이 평소보다 더 야생에서 나타납니다. “메타몽”이 변신했을 것 같은 포켓몬을 잡아 보세요! “메타몽”이 이전보다 많은 종류의 포켓몬으로 변신할 수 있다는 보고가 있으며 이러한 현상은 이벤트 종료 후에도 지속될 예정입니다.  \n 자세한 정보는 <a href="https://pokemongolive.com/ko/post/trickypokemon2020/">블로그</a>를 확인하세요.  가장 최신 소식을 받으시려면 앞으로도 소셜 미디어와 앱 내 새소식에서 최신 정보를 확인하세요.  “Pokémon GO”를 플레이할 때는 주변 안전에 주의하고 매너를 지키면서 플레이해주세요.		4月1日將有充滿驚奇和歡樂的新活動登場！ \n \n台灣時間2020年4月1日（星期三）8:00起，泥巴魚將首次在Pokémon GO中登場，異色不良蛙和異色樹才怪也將出現，而某些愛惡作劇的寶可夢也可能在你的GO Snapshot照片中出現喔！ \n \n詳細資訊請參考<a href=" https://pokemongolive.com/zh_hant/post/trickypokemon2020/">部落格</a>。	Você se considera mestre das pegadinhas? Você acha legal como Foongus engana os Pokémon fazendo com que achem que é uma Poké Bola? Você gosta da forma que Sudowoodo finge ser uma árvore para evitar ataques? O evento dos Pokémon Travessos já está chegando e alguns Pokémon conhecidos por serem os mestres das pegadinhas e da enganação estão chegando junto!  \n  \nDe quarta, 1º de abril de 2020, às 8h, até terça, 7 de abril de 2020, às 22h, horário local, Stunfisk chega ao Pokémon GO, Croagunk Brilhante e Sudowoodo Brilhante estrearão no Pokémon GO e ainda alguns Pokémon travessos poderão aparecer em suas fotos!  \n  \nConfira mais informações no <a href=""https://pokemongolive.com/pt_br/post/trickypokemon2020>blog</a>.
news_header_mar_2020_interactiondistance	Temporary changes to Pokémon GO: Gym interaction distance has been doubled	レイドバトルに参加できる距離についてのアップデート	Changements temporaires apportés à Pokémon GO : la distance nécessaire pour interagir avec les Arènes est doublée	Cambios temporales en Pokémon GO: la distancia para interactuar con los Gimnasios se ha duplicado	Vorübergehende Änderungen in Pokémon GO: Arena-Interaktionsentfernung wurde verdoppelt	Modifiche temporanee a Pokémon GO: la distanza per interagire con le Palestre è stata raddoppiata	레이드배틀에 참가할 거리의 업데이트		道館感應半徑加倍	Mudanças temporárias no Pokémon GO: a distância para interagir com Ginásios foi duplicada!
news_subheader_mar_2020_interactiondistance	Temporary changes to Pokémon GO: Gym interaction distance has been doubled	レイドバトルに参加できる距離についてのアップデート	Changements temporaires apportés à Pokémon GO : la distance nécessaire pour interagir avec les Arènes est doublée	Cambios temporales en Pokémon GO: la distancia para interactuar con los Gimnasios se ha duplicado	Vorübergehende Änderungen in Pokémon GO: Arena-Interaktionsentfernung wurde verdoppelt	Modifiche temporanee a Pokémon GO: la distanza per interagire con le Palestre è stata raddoppiata	레이드배틀에 참가할 거리의 업데이트		道館感應半徑加倍	Mudanças temporárias no Pokémon GO: a distância para interagir com Ginásios foi duplicada!
